Sequence,Author
"[ -1.  -1.  -1.  88.  92.  93.  15. 124. 159.  12.  12.  77.  78.  28.
 125.  12.  73.  12.  12.  88.  92.  93.  15. 124. 159.  12.  12.  77.
  78.  28. 125.  12.  73.  12.  12.  12.  93.  44.  44. 174.  78.  44.
  44.  78.  78.  92. 125.  46. 159.  13.  13.  28.  12.  12.  47.  47.
  13.  13.  12.  12.  92.  92.  28.  12.  28. 125.  47.   0.]",0
"[ -1.  -1.  -1.   0.  12.  28. 159. 159.  28.  28.  12. 159.  12.  12.
  28.  28.  92.  92.  92. 159.  92.  13.  28.  93.  28. 159.  92.  13.
  12.  28.  28.  12.  28.  28.  12.   0.]",0
"[ -1.  -1.  -1.  -1.   0.   0.  12.  15.  13. 124.  93.  92.  92.  28.
  78.  12.  12.  12.   5.  92.  12.  28.  92.  12.  12.   0. 159. 159.
 159.  88.  12.  28.  92.  93. 125.  30.  78.  92.   6.  80.  92. 156.
  78.  92. 156. 156. 145.   5.  92.   5. 172.  13.  15.  79. 159.  15.
  13. 124. 124. 124.  65.  12. 124. 159.  12. 124. 159. 159.  69.  47.
  28.  13.  77.  28.  92.  92.  28.  93.  12.  12.  12.   5.  92.  12.
  28.  92.  12.  12.   0.   0.]",0
"[ -1.  -1.  -1.   7. 158.  92.  13.  13.  92.  92.  92.  80.  92.  92.
  13.  28.  13.  28.  12.  92.  12.  12.  12. 124.  15. 124. 124.  15.
 124. 124. 124. 159. 159. 159.  78.  12.  13. 127.  13. 158.  80.  13.
  47.   0.]",0
"[  0.  92.  93.  12.  13. 127.  14.  92.  92.  80.  28.  13.  44.  33.
  47.  92.  12. 112. 112.  12.  92.  13.  13.  93.  12.   0.  92.  92.
 124.  47.  28.  13.  93.  92.  44.  33. 125. 157.  44.  33.  47.  28.
 159. 112.  12.  12.  28.  28.  28.  12.  12.   0.]",0
"[ 47.  28. 172.  47.  47.  36.  12.  12.  12.  28.  28.  12.  73.  73.
  73.  47.  12.  28.  47. 127.  28. 158.  92.  92.  13.  13.  13.  47.
  47. 119.  12.  12.  12.  28.  78.  78.  13.  13.  47.  93.  12. 159.
  28.  12.  12.  12.  93.  28.  12.  28. 172.  47.  47.  36.  12.  12.
  12.  28.  28.  12.  73.  73.  73.  47.  12.  28.  47. 127.  28. 158.
  92.  92.  13.  13.  13.  47.  47. 119.  12.  12.  12.  28.  78.  78.
  13.  13.  47.  93.  12. 159.  28.  12.  12.  12.  93.  28.  12.  12.
  44.  79.  13.  15. 159.  15.  92. 159. 159. 124. 124. 159.  37.  12.
  12.  92.  30.  78.  92.  28.  77.  77.  12.  78.  78.  12. 141.  77.
  12.  12.  28. 127.  28. 159.  92.  28.  12.  12. 159. 119.  12.  92.
   5.  13.  93.  77.  12.  28.  28.  47.  47.  36.  12.  12.  12.  28.
  12.  12.  73.   0.   0.]",0
"[ 73.  73.   0.  73.  12.  28.  47. 127.  28. 158.  92.  88.  92.   0.
   0.   5.  47.  41.  93.  12. 159.  28.  12.  73.  12. 112. 112.  12.
  73.   0.  73.  12.  28.  47. 127.  28. 158.  92.  88.  92.   0.   0.
   5.  47.  41.  93.  12. 159.  28.  12.  73.  12. 112. 112. 159. 159.
 112.  12.  12.  92.  30.  78.  92.  28.  77.  77.  92. 145. 145.  88.
  47.  12.  12. 159. 119.  12.  92.  80.  13.  93.  77.  12.   0.   0.]",0
"[ -1.  -1.  -1.  88.  92.  28.  12.  12.  13.  14.  92.  12.  12.   0.
   0.  80.  45.  12.  78. 124. 124. 124. 124.  88.  92.  92.  47.  28.
  28.  45.  15.  12.  92. 157.  44.  44. 158.  28.  92.  92.  12.  15.
 124.  93.  12.  92.  13.  12.  12.   0.   0.   0.]",0
"[  0.  12.  28.  28.  79. 124. 124. 124. 125. 125.  12.   8.  28.  93.
  12.   0.   0.  12.  28.  28.  79. 124. 124. 124. 125. 125.  12.   8.
  28.  93.  12.   0.  88. 159.  79. 125.  28.  79. 124. 159. 125. 125.
  28.  13.  13. 119.  12.  12.]",0
"[ -1.  -1.  -1.  88.  12.  12.  28.  12.  13.  12.  12.  28.  28.  28.
  28.  12.  73.  12.  12.  88.  12.  12.  28.  12.  13.  12.  12.  28.
  28.  28.  28.  12.  73.  12.  12.  73.  47.  12.  28.  78.  12.  12.
  12. 119.  12.  12.  12.  12. 159.  28.  78.  12.  12.  13. 125.  12.
  73.  12.  12.   0.]",0
"[ -1.  -1.  -1. 112.  73. 159.  12.  12.  12.  12.  28. 125.  73.  47.
  73.  73.  12.  12.  28. 125.  12.  12.  12.  28.  28.  28.  93.  28.
  12. 159.  92.  92.  13.  28.  28.  78.  28.  28.  28.  28.  13.  13.
  28.  13.  15. 124. 124. 125.  28.  28.  12.  28.  28.  28.  28.  28.
  28.  28.  12.  12. 159. 111.  77.  12.  12.  12.  78.  78.  92. 159.
  47.  78.  12.  41.  47.  28.  47.  12.  12.  12.  12.  12.  28. 125.
  73.  47.  73.  73.  12.  12.  28. 125.  12.  12.  12.  28.  28.  28.
  93.  28.  12. 159.  92.  92.  13.  28.  28.  78.  28.  28.  28.  28.
  13.  13.  28.  13.  15. 124. 124. 125.  28.  28.  12.  28.  28.  28.
  28.  28.  28.  28.  12.  12. 159. 111.  77.  12.  12.  12.  78.  78.
  92. 159.  47.  78.  12.  41.  47.  28.  47.  12.  12.  12.  12.  12.
  28. 125.  73.  47.  73.  73.  12.  12.  79.  15. 124.  12.  92.  28.
  28.  92.  28.  28.  47.  28.  93.  28.  12. 159.  92.  92.  13.  78.
 156.  12.  12.  77.  77.  12.  12.  12.  78.  30.  78.  78.  15.  15.
 124. 124.  13.  12.  15.  45. 124.  37.  34. 112. 120. 124.  15.  44.
  92. 157.  31.  76.  77.  77.  12.  12.  45.  15. 124. 159.  13.  28.
  47.  28.  28.  28.  28.  47.  73.   0.  88.  12.  28. 125.  73.  47.
 180. 114.  12.  12.  28. 125.  12.  12.  12.  28.  47.  28.  93.  28.
  12. 159.  92.  92.  13.  28.  93. 119.  28.  28.  28.  28.  13.  13.
  28.  13.  15. 124. 124. 125.  28.  28.  12.   0.]",0
"[ -1.  -1.  -1.   0.  28.  28.  92.  92.  13.  12.  12. 159.  92.  88.
  47. 156.  92. 145. 145.   5.  28.  28.  92.  92.  13.  12.  12. 159.
  92.  88.  47. 156.  92. 145. 145.  13. 124.  12.  92.  28.  12.  92.
  92.   0.  92.  92.  13.  78.  77.  65.  65.  15. 159. 124.  13.  12.
  12.  39. 124.  12.  47.  13.  28.  77.  88.   0.   0.   0.]",0
"[ -1.  -1.  -1.  47.  47.  12.  12.  92.  13.  28.  12.  13.  28.  93.
  28.  13.  92.  12.  88.  47.  47.  12.  12.  92.  13.  28.  12.  13.
  28.  93.  28.  13.  92.  12.  88.   0.  92.  45. 124. 119.  12.  13.
  92.  92.  12.  15. 124.  12.  12.  13. 124.  73.  28.  28.  28.  28.
  41.  12.  12.   0.]",0
"[ -1.  -1.  -1.   0.  12.  28.  28.  28.  92.  92.  28.  77.  12.  28.
  12.  45.  79.  15. 124.  12.  12.  28.  28.  28.  92.  92.  28.  77.
  12.  28.  12.  45.  79.  15. 124.  12.  13.  15.  15.  79.  12.  15.
 124.  12.  28.  28.  28.  92. 157. 125. 125. 157.  12.  28.  28.  28.
  12.  28.  12.   0.]",0
"[ -1.  -1.  -1.   0.   0.  12.  12.  92. 172.  28.  92.  92.  12.  28.
  92.  93.  28.  47.  47.  12.  12.   0.   0.   0.  12.  78. 159.  13.
 124. 124. 124.  77. 159.  92.  28.  28.  12.  92.  47.  12.  12.   0.
   0.   0.]",0
"[ -1.  -1.  -1. 145.  69. 159.  13.  93.  28.  12.  47.  12.  28.  77.
  12.  12.  12.  92.  45.  12.  12.  47.  12.  28.  47.  78.  12. 159.
 159.  47.  78.   5. 159.  13. 124. 119.  12.   5.  13.  79.  15. 159.
  78.  78.  47.  78. 156. 144.]",0
"[ -1.  -1.  -1.  80.  92.  12.  12.  92.  29.  28.  92.  92.  12.  12.
  12.  12.  13.  93.  12.  92.  92.  92.  92.   0.  92.  28.  13.  92.
  93.  12. 127. 127.  93.  92.  92.  80.]",0
"[ -1.  -1.  -1.  88.  92.  92.  12.  73.  13.  93.  12.  92. 124.  77.
  28.  28.  47.  78. 156.  28.  92.  92.  12.  73.  13.  93.  12.  92.
 124.  77.  28.  28.  47.  78. 156. 157.  12.  13.  28.  28.  47.  12.
  12. 159.  13.  79.  15.  15.  12.  45. 124.  15.  15.  77.  78.  28.
  47. 156. 156. 144.]",0
"[ -1.  -1.  -1. 145.  12.  28.  28.  12.  13. 125.  12. 106. 124. 124.
  12.  13. 125.  78.  12.   3.  12.  28.  28.  12.  13. 125.  12. 106.
 124. 124.  12.  13. 125.  78.  12. 159.  12.  13.  28. 159. 141.  12.
  12. 159.  13.  79.  15.  15.  92.  93.  28.  13. 190.  77.  78.  28.
  28.  78. 156. 144.]",0
"[ -1.  -1.  -1.  88.  92.  92.  12.  73.  13. 124.  12.  92. 124.  77.
  28.  28.  47.  78.  12.  88.  92.  92.  12.  73.  13. 124.  12.  92.
 124.  77.  28.  28.  47.  78.  12.  12.  12.  60.  28.  78.  78. 159.
  76. 159.  13.  79.  15.  15. 157.  44. 124. 124. 124. 124.  12.  13.
  47.  78.  12. 145.]",0
"[ 69.  69. 159.  92.  47.  93.  12.   0.  73.  13.  28.  92.  13.  12.
  12.   0.  12.  77.  78.  92.  30. 156.  12. 145.  69.  12.  15.  65.
 159.  12.  76.  65.  78.  12.  28.  28.  47.  12.  12.   0.  13. 124.
  78.  92. 172. 156. 156. 144.]",0
"[ -1.  -1.  -1.  47.  12.  92.  28. 125.  28. 125.  78.  12.  28.  28.
  92.  28.  28.  28.  12.  47.  12.  92.  28. 125.  28. 125.  78.  12.
  28.  28.  92.  28.  28.  28.  12.   5.  12.  12. 127.  28.  28. 127.
  44.  77.  12.  28. 157.  44.  28. 125.  78.  77. 124.  77.  78.  28.
  28.  28.  12.   0.]",0
"[ -1.  -1.  -1.  47.  47.  92.  12.  45. 141.  12.  15. 124.  12.   0.
   0.   0.  12.  28.  47.  28.  92.  47.  30.  77.  77.  78.  28.  78.
  12.   3.   3.  47.  47.  92.  12.  45. 141.  12.  15. 124.  12.   0.
   0.   0.  12.  28.  47.  28.  92.  47.  30.  77.  77.  78.  28.  78.
  12.   3.   3. 145.  47.  77.  12.  92.  47.  78.  92. 145.  47.  93.
  12.  92.  28.  44.  44.  33.  33. 145. 159.  76.  76. 109.  44. 125.
 125. 144.  -1. 172.  93.  12.  47.  12.  12.  67.  -1.   0.  13. 190.
 156.  12.  92.  78.  71.  78.  28.  78. 156. 144. 144. 144.]",0
"[  0.  92.  92.  92.  13.  12.  12.  67.   0.  88.  28.  12.  13.  28.
  92.  67.   0.  92.  92.  92.  13.  12.  12.  67.   0.  88.  28.  12.
  13.  28.  92.  67.  12. 112.  12.  12.  12.  13. 124. 112. 125. 125.
  28.  12.  12. 156.  12.   3.   5.   0.  92.  28.  12.  13. 124. 112.
  93.  92.  28.  12.  13.  93.  92.  67.]",0
"[  0.   0.  12.  12.  13.  93.  88.   0.  73.  47.  13. 159.  12.  13.
 120. 112. 159. 159.  12.   8.  45.  15. 120. 112. 112. 119. 125. 127.
  47.  93.  73.   0.   0. 159.  15.  12.  12.  13. 120. 112.  12.  28.
  12.  28.  92.  12.  92.   0.]",0
"[ -1.  -1.  -1. 145.  12.  12.  12.  12.  13.  93.  12.  88. 190. 190.
  76.  76. 159. 159.  76.  64.  92.   5.  15.  77.  77. 111.   5. 106.
 124.  12.  78.  12.  12. 156. 156. 144.]",0
"[145. 145. 145.  92.  64.  92.  45. 141.  12.  45.  28.  78.  78.  64.
  77. 124.  12.  28.  12.  12.  28.  92.  47.  12.  12.   0.  12.  12.
  88. 159.  28.  78.  71.  13.   5. 145.  69. 152.  64.  92. 172.  78.
  92. 145. 145.  45. 124.  78.  12. 159. 152.  92.  92.  12.  12. 152.
  64.  92.  12. 156.  12.  92.  78.  78.  64.  64.]",0
"[ -1.  -1.  -1.   0.  92.  28.  28.  28.  28.  28.  92.  12.  12.  28.
  13.  92.  13.  12.  12.   0.  92.  28.  28.  28.  28.  28.  92.  12.
  12.  28.  13.  92.  13.  12.  12.   0.  12.  45.  92.  12.  12.  12.
  12.  47.  28.  92.  92. 159.  12.  45. 120.  12.  47.  92.  28.  44.
  44.  40.  44. 151.  44.  88. 127. 127. 127.  44.  44.  38.  79.  45.
  29.  46. 124. 124. 124. 119.  28. 140.  12.  92.  28.  12.  13.  47.
  13.  93.  12.   0.]",0
"[ -1.  -1.  -1.   0.  92.  28.  28.  28.  28.  28.  92.  12.  12.  28.
  13.  92.  13.  12.  12.   0.  92.  28.  28.  28.  28.  28.  92.  12.
  12.  28.  13.  92.  13.  12.  12.   0.  12.  45.  92.  12.  12.  12.
  12.  47.  28.  92.  92. 159.  12.  45. 120.  12.  47.  92.  28.  44.
  44.  40.  44. 151.  44.  88. 127. 127. 127.  44.  44.  38.  79.  45.
  29.  46. 124. 124. 124. 119.  28. 140.  12.  92.  28.  12.  13.  47.
  13.  93.  12.   0.]",0
"[ -1.  -1.  -1.   5.  28.  28.  28.  47.  47.  30.  78.  64.  92.  12.
  12. 156.  12. 145. 145.   5.  28.  28.  28.  47.  47.  30.  78.  64.
  92.  12.  12. 156.  12. 145. 145.   5.  28.  13.  92.  47.  12.  92.
  92.   7.  28. 127.  44.  88.  44. 144. 144.  44. 124. 124.  15. 124.
 159.  45. 124.  12.  92.  92.  12.  37.  12. 141.  77.  64.]",0
"[ -1.  -1.  -1.   0.  92.  92.  28.  12.  13.  93.  12. 159.  92.  12.
  12. 156.  12.   3.   3.   5.  92.  92.  28.  12.  13.  93.  12. 159.
  92.  12.  12. 156.  12.   3.   3.   5.  28.  28.  28.  28.  93.  13.
  47.   0.  92. 158. 127.  88.  44. 144. 144.  44. 124. 124.  15. 124.
  12.  13. 124.  12.  28.  28.  28.  28.  12.  69.  92.  64.]",0
"[ -1.  -1.  -1. 145. 106.  13.  12.  78.  92.  12.  12.  73.  12.  28.
  93.  28.  28.  77.  12.   5.  92.  12.  12.  77.  12.   8.  12.   0.
  73.  47.  12.  78.  12. 159. 190.  12.  12.  12.  15. 141.  78.  78.
  92. 145.]",0
"[ -1.  -1.  -1.  60.  60.  40.  44.  88.  44. 144.  12. 152.  92.  47.
  47.  78.  12. 145. 145. 145.  28.  28.  28.  12.  92.  92.  13. 172.
  28.   7. 172.  47.  40.  47.  93. 159.  88.   0.   5.  47.  78.  47.
  47.  78.  12. 145. 145. 100. 124. 125.  15.  46.  13. 113. 113. 144.
  47. 127. 127.  44.  44.  32.  32.  32.]",0
"[ -1.  -1.  -1.  41.  78.  12.  78.  78.  78.  78. 156. 151. 127. 125.
 157.  44. 125. 157.  44.  41.  78.  12.  78.  78.  78.  78. 156. 151.
 127. 125. 157.  44. 125. 157.  44.  33.  60.  13. 127. 157. 158. 127.
 127. 151.  44.  13.  15.  77.  47.  78.  92.  47.  12.  92. 158.  92.
  28.  28.  12. 112. 125. 125. 127. 127.  44.  32.  32.  32.]",0
"[ -1.  -1.  -1.  41.  78.  12.  12.  12.  12.  12. 156. 144.  44.  13.
  92.  13. 127. 127.  44.  41.  78.  12.  12.  12.  12.  12. 156. 144.
  44.  13.  92.  13. 127. 127.  44.  33.  41. 172. 127. 140. 127.  13.
  92.  80.  41.  44.  44.  47.  41.  12.  12.  47.  28.  92.   7.  92.
  28.  79.  79.   9. 125. 109.  44.  44.  44.  32.  32.  32.]",0
"[ -1.  -1.  -1.  60. 125.  12.  92.  92.  12.  12.   5. 159. 159. 157.
 125. 125.  44.  44.  44.  60. 125.  12.  92.  92.  12.  12.   5. 159.
 159. 157. 125. 125.  44.  44.  44.  47.  12. 159.  12.  12.  69. 152.
  92.   5.  13. 124.  12.  28.  28.  78.  12.  92. 159.  28.  28. 125.
  44.  44.  44.  47.  47. 127. 110. 127. 127. 127.  44.  32. 124. 159.
  12.  28.  47.  12. 156. 144.]",0
"[ -1.  -1.  -1.   0.   0.  12.  12.  92.  93. 159.  88.  92.  92.  28.
  12.  12.  12.   0.   0.   0.  13. 124.  92.  12.  12.  79. 124.  12.
  12.  12.  47.  12.  12.   0.   0.   0.]",0
"[ -1.  -1.   0.   0.   0.  12.  12.  88.  92.  92.  28. 159.  12.   0.
   0. 144. 144. 144.  50.  50.  50. 116. 116. 116. 122. 122. 122. 127.
  88.  88. 125.  78. 119. 159. 125.  47.  78.  64. 159.  92.  88.  47.
  12.   0.  12.  12.  15.  45. 124. 112.  12.  13. 141.  12.  88.  13.
  92.  92.   0.   0.]",0
"[111.  77.  12.  12. 141.  12.  69. 152.  78.  78. 141. 141.  78.  12.
  69. 152.  92.  28.  12.  28.  44.  44.  44. 144. 127. 127. 125. 125.
 127.  44.  44. 144.  14. 158.  47.  13. 127.  44.  44.  33.  12.  13.
 124.  12.  12.  12.  28.  12.  12. 112.  15. 124.  12.  12.  44.  60.
  60.  40.  44. 127. 125.  12.  13.  92.  92.  13.  78.  64.]",0
"[112. 124.  44.  44. 124.  12.  12. 119.  12.  44. 127. 127.  44.  33.
  56. 127.  44.  60. 127.  44.  44.  33.  93. 159. 159. 124. 124.  37.
  12.  12. 159.  12.  12.  12.  12.   0.  12.  12.  44. 127. 127. 160.
  56.  13.  92.  47. 127.  92.  92.  80.  80.  92.  92. 158.  44. 125.
  12.  15.  12. 112.]",0
"[ -1.  -1.  -1.  41. 156.  12.  12.  12.   5.  12.  12.  92.  92.  69.
  69.  12.  12.  47.  78.  71.  12.  69.  78.  78.  78.  78.  13.  12.
  12.  45.  15.  28.  13.  28.  28.  88.  13.  13.  92.  28.  12.  12.
  12.  92.  78.  12.  78.  78.  47. 156.  44. 144.]",0
"[ -1.  -1.  -1. 145. 145.  92.  92.  12.  12.  12.  12.  28.  69. 111.
 137.  71.  12.  45. 190. 156.  12. 159.  92.  47.  47.  78.  12. 145.]",0
"[ -1.  -1.  -1. 112.  12. 127.  92.  28.  92.  28.  12.   0.  12.  12.
  47.  12.  12.   0.   0.  12.  12. 127.  92.  28.  92.  28.  12.   0.
  12.  12.  47.  12.  12.   0.   0.  12.  37.  12.  13.  28.  12.  13.
  28. 112.  15. 124.  12.  15.  12. 112. 112. 112.  12. 158.  92. 158.
 127.  92. 157. 157.  28.  12.  47.  12.  12.   0.   0.   0.]",0
"[ -1.  -1.  -1. 151.  47.  28.  44.  44. 127. 127.  44.  41. 172. 125.
  12.  88.  28. 127.  44.  33.  78. 156.  31.  12.  47.  12. 156.  44.
  12.  12.  13.  15.  93. 127.  44. 125.  92.  13.  93.  44.  44.  44.
  44. 189.  76. 141.  12.  12. 159.  76. 156.  64.]",0
"[ -1.  -1.  -1. 151.  44.  77.  12.  92.  92.  47.  44.  45. 172. 125.
  12.  13.  93. 127.  44.  33.  77. 157.  44.  45.  47.  12.  12.  92.
  92. 159.  92.  47.  28.  28.  92.  77.  12.  92.  28. 125.  44.  60.
  13.  92.  92.  78.  78. 159.  92.  76. 156.  64.]",0
"[ -1.  -1.  -1.   0.   0.   0.  12.  77.  92.  12.  12.   0.   0.  12.
  15.  15.  12.  15. 124. 112.  12.  88.   5.  92.  12.  12.  12. 112.
  12.   0.  92.  28.  28.  93.  12.   0.]",0
"[  0.  12.  15. 124.  12.  92.   5.   0.  88.  15.  15. 124.  12. 124.
 124. 112.  73.  73.  15. 124.  93.  28.  12.   0.  92.  28.  28.  12.
  13.  12.  12.   0.   0.  12.  15.  15.  12. 124. 124. 112.  12.  47.
  92.  47.  12.  12.  12.   0.  92.  92.  28.  13.  28.  77.  12.   0.]",0
"[ -1.  -1.  -1.  33.  13.  12.  13.  28.  12.  13. 124.  77.  13.  12.
  13.  28.  12.  13. 159.  28.  47.  12.  79. 124.  12. 127.  44.  47.
  28.  12.  13.  28.  12.  13. 124. 112.]",0
"[ -1.  -1.  -1.  88. 159.  92.  47.  12. 172.  28.  12.   0.  12. 125.
  60. 125.  28. 159.  12.  88. 159.  92.  47.  12. 172.  28.  12.   0.
  12. 125.  60. 125.  28. 159.  12.   0.  12.  12.  28.  28.  12. 159.
 124. 119.  12.  47.  92.  28.  12.  12.  12.   0.  92.  47.  12.  45.
  79.  15.  12. 112.  12.  92.  47.  12. 172.  28.  12.   0.  12. 159.
 124. 124.  12.  15. 124.  12.  92.  88.  47.  77.  12.  12.  12.  67.]",0
"[ 12.  12.  12. 156.  12.  25.  44.  44.  40.  88.  41. 145. 145. 159.
 125.  44.  28.  93.  12.  13.  93.  92.   0.  12.  12.  47.  28. 125.
  77.  77.  92.  92.  94. 159. 152.  64.  92. 152.  92.  47.  77.  77.
  12.  47.  78.  44. 144. 144.]",0
"[ -1.  -1.  -1. 112. 124. 124.  12.  13. 124. 112. 157.  47.  12.  12.
  47.  78.  12.   3.   3. 145.  13.  12.  12.  44.  60.  33.  33. 119.
  12.  13. 124. 124. 124. 112. 112. 112. 124. 124.  12.  47.  88.  80.
  80.   0.  13. 124.  12.  12.  44.  32.  32. 112.  15.  15.  12. 124.
 124. 112. 112. 112.]",0
"[ -1.  -1.  -1. 119.  12.  12.  12.  47.  28. 125.  92.  92.  13. 125.
  93.  92.  28. 125.  12.  92.  47. 172.  12.  13. 127. 127.  44.  28.
  28.  78.  12. 145.  45.  14.  60. 127.  93.  47.  12.  37. 112. 112.
 112.  -1.]",0
"[ -1.  -1.   0.   0.  12.  12.   5. 125.  93.  28. 159. 159.  13.  12.
  12.  12.  93.  92.  12.  12.  12.  12.  47.  13. 124. 112.  12.   0.
  12.  12.   5. 125.  93.  28. 159. 159.  13.  12.  12.  12.  93.  92.
  12.  12.  12.  12.  47.  13. 124. 112. 119.  12.  12.  12.  92.  80.
  47.  44. 127. 127.  40.  33.  33.  77. 159.  77.  12.   5.  92.  92.
   0.  12.  88.   0.   0.]",0
"[145. 159.  92.  60.  76.  76. 159. 159.  76.  64.  92.  92. 141.  12.
  47.  78.  13. 145. 145. 145. 145. 159.  92.  60.  76.  76. 159. 159.
  76.  64.  92.  92. 141.  12.  47.  78.  13. 145. 145. 145. 145.  28.
  12.  12.  28.  12.  13.  12.  12.   0.   5.  12.  12.  14.  44.  13.
  28.  77.  12.   0.  88. 159. 124.  73.  92. 190.  76.  64.  12.  12.
  78.  78.  47.  92. 156. 144.]",0
"[ -1.  -1.  -1.  88. 159.  28.  28.  47.  12.  15. 124.  15. 190. 156.
  12.  28.  28.  12.  12.  88. 159.  28.  28.  47.  12.  15. 124.  15.
 190. 156.  12.  28.  28.  12.  12.  47.  12.  15.  12.  13. 124. 112.
  12.  73.  92.  28.  12.  88.  15.  15. 124. 125.  47.  44.  44.  44.
  44.  24.  12.  28.  28.  28.  28.  12.  13.  93.  12.   0.]",0
"[ -1.  -1.  -1.  65. 119.  78.  12.  78.  12.  78.  12.  28.  28.  28.
  12.   5.  92.  13.  78.   5. 119.  78.  12.  78.  12.  78.  12.  28.
  28.  28.  12.   5.  92.  13.  78. 159.  92.  47.  28.  15. 124.  15.
 124.  12. 159.  12.  13. 157. 157.  60.  44. 157.  92.  94. 124.  28.
  28.  93.  12.   0.  12.  12.  28.  93.  12.  47.  92.  92.  13. 172.
  78.  64.]",0
"[ -1.  -1.   0.   0.  28.  47.  13. 159. 159.  12.  88. 159. 124.   8.
 119.  12.  12.  47.  93.  12. 125.  47. 159.  28.  78.  64.  92. 159.
  12.  12.  12.  12.  78.  78. 159.  28.  28. 145.   5.  13.  28.  28.
  12.  47.  12.  28.  92.  28.  92.   0.   0.]",0
"[ -1.  -1.  -1.  47.  47.  73.  12.  28.  13.  93.  12.  47.  47.  92.
  93.  12.  13.  93.  12.  47.  47.  73.  12.  28.  13.  93.  12.  47.
  47.  92.  93.  12.  13.  93.  12.  73.  47.  12.  28. 156.  78.  28.
  12.  77.  12.  92.  92.  12.  12.  28.  78.  12.  12.  92.  13.  47.
  13.  93.  12.   0.]",0
"[ -1.  -1.  -1.   0.   0.  28.  13.   5.  28.  12.  92.  93.  12.  12.
  12.  13.  93. 159.  12.   0.   0.  28.  13.   5.  28.  12.  92.  93.
  12.  12.  12.  13.  93. 159.  12.   0.  13. 124.  12.  15.  12. 124.
  12. 119.  28.  47.  12.  28.  12.  12.  12.  12.  12.  28.  93.  12.
  12. 159.  12.   0.]",0
"[145.  12.  12. 159.  93.  88.  92.  28.  28.  77.  92.   0.  13. 124.
  28.  12.  12.  12. 124. 124.  15.  45. 124. 112.  12.  92.  12.  41.
  47.  78.  78.  80.  78.  12.  12.  12. 157. 144. 144. 144.]",0
"[ -1.  -1.  -1.  64.  92. 159.  28.  28.  28.  12.  77.  12.  92.  64.
  64.  71.  12.  28.  12.  92.  28.  28. 158. 158.  78.  64.  64.  64.
  92. 159.  28.  28.  28.  12.  77.  12.  92.  64.  64.  71.  12.  28.
  12.  92.  28.  28. 158. 158.  78.  64.  64.   5.  92.  92.  12.  78.
  92.  47.  78.  64.  77. 190.  12.  12.  12.  12.  92. 156.  44.  15.
  13.  13. 124.  93.  92.  12.  79.  44. 141.  78. 141. 124. 124.  13.
  15.  92.  28.  47.  93. 127.  78.  12. 145.  77. 111.  64.]",0
"[ -1.  -1.  -1.  64.  92.  28. 125.  28.  13. 127. 158.  47.  31. 152.
  64.  38.  45. 124.  12.  28. 158. 157.  30.  64.  92.  28. 125.  28.
  13. 127. 158.  47.  31. 152.  64.  38.  45. 124.  12.  28. 158. 157.
  30.  77.  28.  28.  28.  78.  12. 125.  78.  64.  92.  93.  28. 159.
  12.  47.  78. 159.  15. 159. 159.  13.  44.  44.  44.  44.  12. 159.
 159. 159.  12.  78.  92.  92.  15. 125. 125.  28. 157.  30.  78.  12.
  12. 111. 137.  64.]",0
"[ -1.  -1.  -1.  12.  12. 141.  77.  12.  12.  12.  12.  12.  28.  92.
  28.  13.  13. 159.  12.  12.  12. 141.  77.  12.  12.  12.  12.  12.
  28.  92.  28.  13.  13. 159.  12.  88.  28.  45. 190.  77. 159. 190.
  76.  64. 159.  92.  13. 127.  44.  45. 141.  78.  47.  12.  44. 144.]",0
"[ -1.  -1.  -1.  88.  92.  92. 127.  28.  92.  92.  92.  80.  92. 127.
  28.  77.  12.  12.  12.  92.  28.  28.  92.  12. 124. 124. 124.  12.
  15. 190. 124.  12.  47.  13.  13.  79.  15. 112.  28.  92.  92.   5.
  92.   0.]",0
"[ -1.  -1.  -1. 145.   5.  78.  78.  78.  47.  12.  13. 156. 156.   3.
  41.  28. 125.  28.  12.  12.  13.  93.  12.   5.   5.  78.  78.  78.
  47.  12.  13. 156. 156.   3.  41.  28. 125.  28.  12.  12.  13.  93.
  12.   0.  12.  15. 124. 125.  60.  92.  44.  60.  33.  33.  78.  78.
  78. 157. 157.  47.  77. 111.  64. 144.  44.  47.  78.  78.  47.  12.
   5. 145.]",0
"[ -1.  -1.  -1.  12.  12.  12.  78.  12.  77.  77.  12.  45. 124. 124.
  12.  12.  12.  76.  76. 159.  12. 141. 141.  78.  47. 156.  12.  12.
  12.  12.  78.  12.  77.  77.  12.  45. 124. 124.  12.  12.  12.  76.
  76. 159.  12. 141. 141.  78.  47. 156.  12.  28.  12.  12.  12.  12.
  12.  28.  12.   0.  12.  28.  12.  78.  78.  12. 156. 144.]",0
